id;Jumlah_telur_gram;Media_Telur;Lama_menetas_hari;Makanan_gram;Jumlah_panen_gram;temp;humidity;temp_max;weather_main;month;season;temp_humidity_idx;temp_range;telur_per_temp;temp_squared;humidity_squared;temp_level;humidity_level;optimal_temp;optimal_humidity;optimal_condition;is_rainy;is_clear;is_kemarau;is_hujan;Media_Encoded;Weather_Encoded;Season_Encoded
35;168.0;Kotoran Ternak (Fermentasi);8;21872.0;3250.0;28.4;84.0;32.8;Thunderstorm;11;Pancaroba;2.3855999999999997;4.399999999999999;5.915492957746479;806.56;7056.0;1;1;1;0;0;1;0;0;0;3;3;2
36;160.0;Dedak atau Bekatul;5;21744.0;4380.0;29.2;77.0;33.2;Thunderstorm;10;Pancaroba;2.2484;4.0000000000000036;5.47945205479452;852.64;5929.0;2;1;1;1;1;1;0;0;0;2;3;2
37;206.0;Ampas atau Limbah Organik Basah;5;27646.0;4230.0;24.7;82.0;28.4;Rain;12;Hujan;2.0254;3.6999999999999993;8.34008097165992;610.0899999999999;6724.0;0;1;0;0;0;1;0;0;1;0;2;0
38;115.0;Campuran Media (Kombinasi Kering & Basah);6;22608.0;3030.0;27.0;95.0;30.1;Rain;12;Hujan;2.565;3.1000000000000014;4.2592592592592595;729.0;9025.0;1;2;1;0;0;1;0;0;1;1;2;0
39;90.0;Dedak atau Bekatul;4;20971.0;1910.0;26.7;91.0;31.5;Rain;3;Hujan;2.4297;4.800000000000001;3.370786516853933;712.89;8281.0;1;2;0;0;0;1;0;0;1;2;2;0
40;109.0;Ampas atau Limbah Organik Basah;6;21882.0;2140.0;25.0;81.0;29.9;Clouds;12;Hujan;2.025;4.899999999999999;4.36;625.0;6561.0;0;1;0;0;0;0;0;0;1;0;1;0
41;183.0;Dedak atau Bekatul;4;26914.0;5330.0;32.7;71.0;35.6;Clear;7;Kemarau;2.3217000000000003;2.8999999999999986;5.5963302752293576;1069.2900000000002;5041.0;2;0;0;1;0;0;1;1;0;2;0;1
42;287.0;Dedak atau Bekatul;3;30557.0;5760.0;30.6;72.0;33.5;Clear;4;Kemarau;2.2032000000000003;2.8999999999999986;9.379084967320262;936.3600000000001;5184.0;2;0;0;1;0;0;1;1;0;2;0;1
43;119.0;Campuran Media (Kombinasi Kering & Basah);7;24993.0;2310.0;31.2;76.0;34.7;Rain;9;Kemarau;2.3712;3.5000000000000036;3.8141025641025643;973.4399999999999;5776.0;2;1;0;1;0;1;0;1;0;1;2;1
44;136.0;Kotoran Ternak (Fermentasi);7;24998.0;3280.0;28.4;84.0;31.7;Clouds;3;Hujan;2.3855999999999997;3.3000000000000007;4.788732394366197;806.56;7056.0;1;1;1;0;0;0;0;0;1;3;1;0
45;229.0;Campuran Media (Kombinasi Kering & Basah);6;26297.0;4110.0;30.7;68.0;35.7;Clear;5;Kemarau;2.0876;5.0000000000000036;7.45928338762215;942.49;4624.0;2;0;0;0;0;0;1;1;0;1;0;1
46;109.0;Kotoran Ternak (Fermentasi);8;19586.0;3070.0;25.5;81.0;28.0;Thunderstorm;3;Hujan;2.0655;2.5;4.2745098039215685;650.25;6561.0;0;1;0;0;0;1;0;0;1;3;3;0
47;110.0;Ampas atau Limbah Organik Basah;5;19744.0;3150.0;27.6;71.0;29.7;Clear;7;Kemarau;1.9596000000000002;2.099999999999998;3.9855072463768115;761.7600000000001;5041.0;1;0;1;1;1;0;1;1;0;0;0;1
48;106.0;Campuran Media (Kombinasi Kering & Basah);6;20479.0;2200.0;29.7;75.0;33.2;Clouds;5;Kemarau;2.2275;3.5000000000000036;3.569023569023569;882.0899999999999;5625.0;2;0;1;1;1;0;0;1;0;1;1;1
49;224.0;Ampas atau Limbah Organik Basah;5;28229.0;5180.0;28.3;66.0;30.8;Clear;9;Kemarau;1.8678;2.5;7.915194346289752;800.89;4356.0;1;0;1;0;0;0;1;1;0;0;0;1
50;207.0;Ampas atau Limbah Organik Basah;6;27726.0;4610.0;29.5;79.0;32.6;Clear;7;Kemarau;2.3305;3.1000000000000014;7.016949152542373;870.25;6241.0;2;1;1;1;1;0;1;1;0;0;0;1
51;271.0;Dedak atau Bekatul;4;27055.0;5300.0;28.4;87.0;32.6;Rain;2;Hujan;2.4707999999999997;4.200000000000003;9.542253521126762;806.56;7569.0;1;2;1;0;0;1;0;0;1;2;2;0
52;177.0;Dedak atau Bekatul;5;22623.0;4940.0;28.9;69.0;33.1;Clouds;4;Kemarau;1.9941;4.200000000000003;6.124567474048443;835.2099999999999;4761.0;1;0;1;0;0;0;0;1;0;2;1;1
53;96.0;Campuran Media (Kombinasi Kering & Basah);6;22514.0;2020.0;27.7;66.0;30.6;Clear;9;Kemarau;1.8282;2.900000000000002;3.4657039711191335;767.29;4356.0;1;0;1;0;0;0;1;1;0;1;0;1
54;247.0;Ampas atau Limbah Organik Basah;6;29220.0;6140.0;25.8;83.0;29.4;Thunderstorm;12;Hujan;2.1414;3.599999999999998;9.573643410852712;665.64;6889.0;0;1;0;0;0;1;0;0;1;0;3;0
55;286.0;Kotoran Ternak (Fermentasi);8;28128.0;6280.0;28.5;94.0;32.0;Rain;2;Hujan;2.679;3.5;10.035087719298245;812.25;8836.0;1;2;1;0;0;1;0;0;1;3;2;0
56;203.0;Ampas atau Limbah Organik Basah;5;23287.0;3270.0;26.6;83.0;30.5;Clear;10;Pancaroba;2.2078;3.8999999999999986;7.63157894736842;707.5600000000001;6889.0;1;1;0;0;0;0;1;0;0;0;0;2
57;209.0;Dedak atau Bekatul;4;25506.0;4510.0;30.9;73.0;33.7;Clear;9;Kemarau;2.2557;2.8000000000000043;6.763754045307444;954.81;5329.0;2;0;0;1;0;0;1;1;0;2;0;1
58;287.0;Ampas atau Limbah Organik Basah;4;27523.0;5930.0;25.0;84.0;28.8;Thunderstorm;10;Pancaroba;2.1;3.8000000000000007;11.48;625.0;7056.0;0;1;0;0;0;1;0;0;0;0;3;2
59;89.0;Ampas atau Limbah Organik Basah;6;23491.0;2130.0;29.1;72.0;34.0;Clouds;5;Kemarau;2.0952;4.899999999999999;3.058419243986254;846.8100000000001;5184.0;2;0;1;1;1;0;0;1;0;0;1;1
60;170.0;Ampas atau Limbah Organik Basah;5;25559.0;3220.0;25.5;91.0;29.0;Thunderstorm;2;Hujan;2.3205;3.5;6.666666666666667;650.25;8281.0;0;2;0;0;0;1;0;0;1;0;3;0
61;88.0;Campuran Media (Kombinasi Kering & Basah);7;23018.0;2340.0;28.0;66.0;32.7;Clear;4;Kemarau;1.848;4.700000000000003;3.142857142857143;784.0;4356.0;1;0;1;0;0;0;1;1;0;1;0;1
62;279.0;Ampas atau Limbah Organik Basah;4;31901.0;6410.0;26.7;88.0;30.0;Rain;12;Hujan;2.3495999999999997;3.3000000000000007;10.449438202247192;712.89;7744.0;1;2;0;0;0;1;0;0;1;0;2;0
63;111.0;Dedak atau Bekatul;5;22615.0;3150.0;26.4;82.0;29.5;Clouds;12;Hujan;2.1647999999999996;3.1000000000000014;4.204545454545455;696.9599999999999;6724.0;1;1;0;0;0;0;0;0;1;2;1;0
64;254.0;Kotoran Ternak (Fermentasi);7;26709.0;4920.0;31.2;67.0;35.1;Clear;7;Kemarau;2.0904000000000003;3.900000000000002;8.14102564102564;973.4399999999999;4489.0;2;0;0;0;0;0;1;1;0;3;0;1
65;128.0;Ampas atau Limbah Organik Basah;5;20485.0;3000.0;25.3;85.0;29.3;Clouds;12;Hujan;2.1505;4.0;5.059288537549407;640.09;7225.0;0;1;0;0;0;0;0;0;1;0;1;0
66;86.0;Campuran Media (Kombinasi Kering & Basah);6;23579.0;2220.0;28.5;66.0;33.1;Clouds;8;Kemarau;1.881;4.600000000000001;3.017543859649123;812.25;4356.0;1;0;1;0;0;0;0;1;0;1;1;1
67;158.0;Kotoran Ternak (Fermentasi);7;24777.0;4250.0;24.8;81.0;27.5;Rain;3;Hujan;2.0088;2.6999999999999993;6.370967741935484;615.0400000000001;6561.0;0;1;0;0;0;1;0;0;1;3;2;0
68;105.0;Ampas atau Limbah Organik Basah;6;19451.0;2720.0;25.1;85.0;28.6;Rain;1;Hujan;2.1335;3.5;4.183266932270916;630.0100000000001;7225.0;0;1;0;0;0;1;0;0;1;0;2;0
69;207.0;Dedak atau Bekatul;4;23856.0;4210.0;30.3;80.0;34.0;Rain;4;Kemarau;2.424;3.6999999999999993;6.8316831683168315;918.09;6400.0;2;1;0;1;0;1;0;1;0;2;2;1
70;125.0;Kotoran Ternak (Fermentasi);8;22996.0;2420.0;26.0;83.0;30.3;Thunderstorm;2;Hujan;2.158;4.300000000000001;4.8076923076923075;676.0;6889.0;0;1;0;0;0;1;0;0;1;3;3;0
71;132.0;Kotoran Ternak (Fermentasi);8;25928.0;2860.0;27.4;65.0;29.5;Clouds;8;Kemarau;1.781;2.1000000000000014;4.817518248175182;750.7599999999999;4225.0;1;0;1;0;0;0;0;1;0;3;1;1
72;127.0;Ampas atau Limbah Organik Basah;5;22195.0;2600.0;28.5;76.0;33.5;Clouds;4;Kemarau;2.166;5.0;4.456140350877193;812.25;5776.0;1;1;1;1;1;0;0;1;0;0;1;1
73;201.0;Dedak atau Bekatul;4;27571.0;5100.0;25.2;92.0;28.6;Rain;2;Hujan;2.3184;3.400000000000002;7.976190476190476;635.04;8464.0;0;2;0;0;0;1;0;0;1;2;2;0
74;106.0;Dedak atau Bekatul;4;20265.0;2660.0;31.2;70.0;34.0;Clouds;6;Kemarau;2.184;2.8000000000000007;3.3974358974358974;973.4399999999999;4900.0;2;0;0;1;0;0;0;1;0;2;1;1
75;273.0;Campuran Media (Kombinasi Kering & Basah);6;26298.0;5410.0;31.3;72.0;36.0;Clouds;6;Kemarau;2.2536;4.699999999999999;8.722044728434504;979.69;5184.0;2;0;0;1;0;0;0;1;0;1;1;1
76;259.0;Kotoran Ternak (Fermentasi);6;28774.0;4650.0;25.9;83.0;30.1;Clouds;10;Pancaroba;2.1496999999999997;4.200000000000003;10.0;670.81;6889.0;0;1;0;0;0;0;0;0;0;3;1;2
77;243.0;Dedak atau Bekatul;4;27744.0;5490.0;33.0;66.0;37.9;Clouds;4;Kemarau;2.178;4.899999999999999;7.363636363636363;1089.0;4356.0;2;0;0;0;0;0;0;1;0;2;1;1
78;82.0;Ampas atau Limbah Organik Basah;7;21895.0;1760.0;28.6;79.0;31.6;Rain;6;Kemarau;2.2594000000000003;3.0;2.867132867132867;817.96;6241.0;1;1;1;1;1;1;0;1;0;0;2;1
79;127.0;Kotoran Ternak (Fermentasi);7;25717.0;2930.0;28.9;93.0;32.6;Rain;2;Hujan;2.6877;3.700000000000003;4.3944636678200695;835.2099999999999;8649.0;1;2;1;0;0;1;0;0;1;3;2;0
80;127.0;Ampas atau Limbah Organik Basah;5;23794.0;2800.0;27.5;78.0;31.2;Clear;10;Pancaroba;2.145;3.6999999999999993;4.618181818181818;756.25;6084.0;1;1;1;1;1;0;1;0;0;0;0;2
81;241.0;Kotoran Ternak (Fermentasi);7;24655.0;4770.0;24.2;80.0;29.1;Thunderstorm;12;Hujan;1.936;4.900000000000002;9.958677685950413;585.64;6400.0;0;1;0;1;0;1;0;0;1;3;3;0
82;135.0;Dedak atau Bekatul;4;22867.0;3420.0;25.7;94.0;27.9;Thunderstorm;2;Hujan;2.4158;2.1999999999999993;5.252918287937743;660.49;8836.0;0;2;0;0;0;1;0;0;1;2;3;0
83;200.0;Kotoran Ternak (Fermentasi);8;24903.0;4870.0;28.8;82.0;31.7;Rain;10;Pancaroba;2.3615999999999997;2.8999999999999986;6.944444444444445;829.44;6724.0;1;1;1;0;0;1;0;0;0;3;2;2
84;85.0;Kotoran Ternak (Fermentasi);7;18402.0;1910.0;31.1;73.0;33.7;Clear;4;Kemarau;2.2703;2.6000000000000014;2.733118971061093;967.21;5329.0;2;0;0;1;0;0;1;1;0;3;0;1
85;181.0;Ampas atau Limbah Organik Basah;5;24561.0;4580.0;30.2;75.0;33.0;Clear;8;Kemarau;2.265;2.8000000000000007;5.993377483443709;912.04;5625.0;2;0;0;1;0;0;1;1;0;0;0;1
86;101.0;Kotoran Ternak (Fermentasi);7;23411.0;2180.0;29.7;74.0;33.2;Rain;7;Kemarau;2.1977999999999995;3.5000000000000036;3.400673400673401;882.0899999999999;5476.0;2;0;1;1;1;1;0;1;0;3;2;1
87;275.0;Campuran Media (Kombinasi Kering & Basah);6;28316.0;6020.0;26.8;94.0;29.9;Rain;12;Hujan;2.5192;3.099999999999998;10.261194029850746;718.24;8836.0;1;2;0;0;0;1;0;0;1;1;2;0
88;216.0;Kotoran Ternak (Fermentasi);7;26944.0;5350.0;30.6;79.0;33.8;Rain;9;Kemarau;2.4174;3.1999999999999957;7.0588235294117645;936.3600000000001;6241.0;2;1;0;1;0;1;0;1;0;3;2;1
89;193.0;Dedak atau Bekatul;4;23730.0;4550.0;27.5;78.0;32.0;Clouds;8;Kemarau;2.145;4.5;7.0181818181818185;756.25;6084.0;1;1;1;1;1;0;0;1;0;2;1;1
90;115.0;Dedak atau Bekatul;4;23000.0;2500.0;29.2;75.0;34.0;Clouds;5;Kemarau;2.19;4.800000000000001;3.9383561643835616;852.64;5625.0;2;0;1;1;1;0;0;1;0;2;1;1
91;206.0;Kotoran Ternak (Fermentasi);7;27299.0;3810.0;25.2;92.0;27.4;Rain;2;Hujan;2.3184;2.1999999999999993;8.174603174603174;635.04;8464.0;0;2;0;0;0;1;0;0;1;3;2;0
92;200.0;Ampas atau Limbah Organik Basah;6;27315.0;5100.0;31.8;75.0;34.4;Clouds;5;Kemarau;2.385;2.599999999999998;6.289308176100628;1011.24;5625.0;2;0;0;1;0;0;0;1;0;0;1;1
93;269.0;Ampas atau Limbah Organik Basah;4;30846.0;5540.0;29.8;74.0;33.8;Clear;8;Kemarau;2.2052000000000005;3.9999999999999964;9.026845637583893;888.0400000000001;5476.0;2;0;1;1;1;0;1;1;0;0;0;1
94;154.0;Campuran Media (Kombinasi Kering & Basah);6;22726.0;3100.0;30.9;77.0;34.0;Rain;10;Pancaroba;2.3792999999999997;3.1000000000000014;4.983818770226537;954.81;5929.0;2;1;0;1;0;1;0;0;0;1;2;2
95;123.0;Dedak atau Bekatul;5;23485.0;2420.0;29.4;77.0;32.2;Clear;9;Kemarau;2.2638;2.8000000000000043;4.183673469387755;864.3599999999999;5929.0;2;1;1;1;1;0;1;1;0;2;0;1
96;160.0;Campuran Media (Kombinasi Kering & Basah);6;24260.0;4470.0;28.1;92.0;31.0;Clouds;12;Hujan;2.5852000000000004;2.8999999999999986;5.6939501779359425;789.6100000000001;8464.0;1;2;1;0;0;0;0;0;1;1;1;0
97;179.0;Campuran Media (Kombinasi Kering & Basah);7;23833.0;3610.0;28.0;89.0;31.0;Rain;12;Hujan;2.492;3.0;6.392857142857143;784.0;7921.0;1;2;1;0;0;1;0;0;1;1;2;0
98;139.0;Kotoran Ternak (Fermentasi);8;25787.0;3390.0;24.8;92.0;29.3;Thunderstorm;12;Hujan;2.2816;4.5;5.604838709677419;615.0400000000001;8464.0;0;2;0;0;0;1;0;0;1;3;3;0
99;102.0;Dedak atau Bekatul;5;22450.0;2420.0;30.0;75.0;32.4;Rain;9;Kemarau;2.25;2.3999999999999986;3.4;900.0;5625.0;2;0;1;1;1;1;0;1;0;2;2;1
100;246.0;Ampas atau Limbah Organik Basah;5;30608.0;5110.0;27.5;83.0;31.6;Rain;1;Hujan;2.2825;4.100000000000001;8.945454545454545;756.25;6889.0;1;1;1;0;0;1;0;0;1;0;2;0
51;286.4674377040797;Dedak atau Bekatul;4;25377.57454053062;3932.7573563121987;26.714081407325168;92.27145518043986;30.682480441930004;Rain;2;Hujan;2.464947165262626;3.968399034604836;10.723462032481812;713.6421454371962;8514.021441115921;1;2;0;0;0;1;0;0;1;2;2;0
54;255.92081729998773;Ampas atau Limbah Organik Basah;6;26457.763133433637;4211.033604673717;27.057737223982862;84.69197781581309;29.039639065324767;Thunderstorm;12;Hujan;2.2915732807196565;1.9819018413419052;9.45832296254064;732.1211436821078;7172.7311063541765;1;1;1;0;0;1;0;0;1;0;3;0
54;271.04012806213035;Ampas atau Limbah Organik Basah;6;31282.71905878339;5602.189329871596;24.7957448062086;77.76265909040492;27.150999366520352;Thunderstorm;12;Hujan;1.9281830502578778;2.355254560311753;10.93091295222012;614.8289604946208;6047.031148810535;0;1;0;1;0;1;0;0;1;0;3;0
68;116.29315885668777;Ampas atau Limbah Organik Basah;6;17942.223304308704;3367.109722334617;24.0;92.57513402072662;26.06510761852033;Rain;1;Hujan;2.2218032164974386;2.0651076185203294;4.845548285695323;576.0;8570.155438955495;0;2;0;0;0;1;0;0;1;0;2;0
42;297.7801959914437;Dedak atau Bekatul;3;28024.5822398183;6297.965382662789;31.344449282392524;73.55073083724716;34.32356973660149;Clear;4;Kemarau;2.3054071524109974;2.9791204542089673;9.50025292544282;982.4745008164772;5409.71000669318;2;0;0;1;0;0;1;1;0;2;0;1
25;201.34096630103858;Dedak atau Bekatul;5;30887.457805776223;6211.882626658312;28.718912769817265;92.20703173921329;32.30067812980102;Thunderstorm;12;Hujan;2.6480857012822385;3.5817653599837556;7.0107447282141555;824.7759506803732;8502.136702156287;1;2;1;0;0;1;0;0;1;2;3;0
75;301.9646869803041;Campuran Media (Kombinasi Kering & Basah);6;23742.249421391614;5920.633282360756;33.0;74.98839908386987;34.521041510639314;Clouds;6;Kemarau;2.4746171697677055;1.5210415106393143;9.150445060009217;1089.0;5623.259997161735;2;0;0;1;0;0;0;1;0;1;1;1
75;302.0329358950367;Campuran Media (Kombinasi Kering & Basah);6;28021.857770284732;4591.043061808066;31.438393865409125;69.64136735611815;34.0329011245306;Clouds;6;Kemarau;2.1894127362672884;2.594507259121478;9.607136331075614;988.3726088365942;4849.920047229799;2;0;0;0;0;0;0;1;0;1;1;1
46;117.02184208963439;Kotoran Ternak (Fermentasi);8;20505.881746992596;3629.5899422096554;27.574519312996106;86.44394417271624;28.631180659407384;Thunderstorm;3;Hujan;2.383650208082121;1.0566613464112784;4.243839784161931;760.3541153427952;7472.5554841356825;1;2;1;0;0;1;0;0;1;3;3;0
49;192.24519371681978;Ampas atau Limbah Organik Basah;5;25679.122729002345;3878.776795157631;26.970234246149115;65.0;29.54698335183283;Clear;9;Kemarau;1.7530652259996926;2.5767491056837137;7.128050574654133;727.3935352921545;4225.0;1;0;0;0;0;0;1;1;0;0;0;1
77;245.8917881481559;Dedak atau Bekatul;4;30148.87400532191;4894.879314023265;31.70293152850811;71.59891277354603;33.25624060037825;Clouds;4;Kemarau;2.2698954291753544;1.5533090718701388;7.756121478136605;1005.0758675012736;5126.404310353853;2;0;0;1;0;0;0;1;0;2;1;1
56;172.66603947076322;Ampas atau Limbah Organik Basah;5;23656.241570422757;5521.832570663558;28.760317151733197;75.17465620356174;30.88166488971574;Clear;10;Pancaroba;2.162046954186943;2.1213477379825427;6.003620841863969;827.1558426682788;5651.228935323704;1;1;1;1;1;0;1;0;0;0;0;2
89;184.98063373120914;Dedak atau Bekatul;4;25065.987472524845;4252.581683862225;26.900994587703615;83.28687403521589;28.65947627358309;Clouds;8;Kemarau;2.2404997476480952;1.7584816858794738;6.876349241591364;723.6635098076591;6936.703386557919;1;1;0;0;0;0;0;1;0;2;1;1
60;176.83602305364087;Ampas atau Limbah Organik Basah;5;25772.52781170022;5653.148591628735;24.464973052063087;95.0;26.02202499668046;Thunderstorm;2;Hujan;2.3241724399459933;1.557051944617374;7.2281307106826596;598.534906438173;9025.0;0;2;0;0;0;1;0;0;1;0;3;0
